Emitter	Vol_Emitter	Light_Emitter	Receiver	Experiment	Iteration	Plant	Indole	Monoterpenes	Sesquiterpenes	DMNT	TMTT
C	constitutive	High_RFR	Low_RFR	1	2	1	25,72835749	29,37338164	4,829917874	37,82478261	0,876666667
C	constitutive	High_RFR	Low_RFR	2	2	2	36,0457438	22,47657025	3,461128099	22,58549587	0,485570248
C	constitutive	High_RFR	Low_RFR	3	2	3	52,6687156	29,69761468	4,574440367	28,50238532	0,754775229
C	constitutive	High_RFR	Low_RFR	1	2	4	18,03705085	20,7120678	1,893084746	8,970067797	0,349725424
C	constitutive	High_RFR	Low_RFR	2	2	5	32,06257576	21,56666667	2,796328283	17,50222222	0,606863636
C	constitutive	High_RFR	Low_RFR	3	2	6	39,98333333	29,43887681	3,092402174	28,95960145	0,524228261
C	constitutive	High_RFR	Low_RFR	1	2	7	39,160625	9,664166667	2,276697917	8,777916667	0,417090104
C	constitutive	High_RFR	Low_RFR	2	2	8	26,82752809	7,246910112	1,834207865	6,626292135	0,173330899
C	constitutive	High_RFR	Low_RFR	3	2	9	24,47401361	5,738380952	1,97077551	3,571931973	0,346185714
D	hipvs	High_RFR	Low_RFR	1	2	10	18,67178771	17,41296089	3,500603352	17,54888268	0,473222346
D	hipvs	High_RFR	Low_RFR	2	2	11	24,2730303	28,3240404	5,271919192	29,27464646	0,729085859
D	hipvs	High_RFR	Low_RFR	3	2	12	34,279	33,61586207	5,207482759	34,76344828	0,562882759
D	hipvs	High_RFR	Low_RFR	1	2	13	53,54477612	37,26029851	4,492597015	18,73173134	0,791456716
D	hipvs	High_RFR	Low_RFR	2	2	14	60,09809524	30,056	3,160628571	16,3967619	0,513466667
D	hipvs	High_RFR	Low_RFR	3	2	15	50,29839357	25,75353414	3,214779116	14,20349398	0,659248996
D	hipvs	High_RFR	Low_RFR	1	2	16	34,0657672	7,737513228	1,885597884	4,474201058	0,20896455
D	hipvs	High_RFR	Low_RFR	2	2	17	20,34425926	7,363580247	1,669561728	4,112759259	0,307950617
D	hipvs	High_RFR	Low_RFR	3	2	18	56,53542683	10,42707317	2,209414634	8,768719512	0,545221951
G	constitutive	Low_RFR	Low_RFR	1	2	19	28,30102679	34,65450893	5,958080357	44,73303571	0,704450893
G	constitutive	Low_RFR	Low_RFR	2	2	20	35,15040323	22,23120968	2,991100806	27,76616935	0,458532258
G	constitutive	Low_RFR	Low_RFR	3	2	21	17,38581197	23,71051282	5,791683761	23,9125641	0,470983761
G	constitutive	Low_RFR	Low_RFR	1	2	22	26,77256228	26,10512456	2,06513879	13,67092527	0,499227758
G	constitutive	Low_RFR	Low_RFR	2	2	23	47,70189394	32,21238636	7,675189394	19,97647727	1,068935606
G	constitutive	Low_RFR	Low_RFR	3	2	24	47,861	30,51136667	3,063143333	24,6692	0,53168
G	constitutive	Low_RFR	Low_RFR	1	2	25	36,19553846	11,41830769	2,517753846	4,329661538	0,456564615
G	constitutive	Low_RFR	Low_RFR	2	2	26	31,00205128	8,05474359	1,262705128	6,114794872	0,388485256
G	constitutive	Low_RFR	Low_RFR	3	2	27	30,34035714	10,67372619	4,90452381	4,895392857	0,61892381
H	hipvs	Low_RFR	Low_RFR	1	2	28	45,86025105	29,34711297	4,214769874	37,27112971	0,19502887
H	hipvs	Low_RFR	Low_RFR	2	2	29	26,84584615	37,90646154	5,936423077	39,87692308	0,529580769
H	hipvs	Low_RFR	Low_RFR	3	2	30	28,02902655	35,77376106	5,819026549	43,14570796	0,617561947
H	hipvs	Low_RFR	Low_RFR	1	2	31	58,66731518	41,31906615	4,882062257	26,27431907	0,818832685
H	hipvs	Low_RFR	Low_RFR	2	2	32	25,57293333	22,78506667	4,177355556	16,5896	0,537755556
H	hipvs	Low_RFR	Low_RFR	3	2	33	49,2947205	28,73052795	3,34878882	14,11596273	0,480807453
H	hipvs	Low_RFR	Low_RFR	1	2	34	42,18929412	10,85656471	3,049729412	7,697352941	0,63686
H	hipvs	Low_RFR	Low_RFR	2	2	35	36,27569307	7,277772277	1,875559406	4,896212871	0,350224752
H	hipvs	Low_RFR	Low_RFR	3	2	36	57,92921348	11,57735955	2,723797753	5,701685393	0,45472191
C	constitutive	High_RFR	Low_RFR	1	3	1	48,68405797	72,58405797	9,920821256	73,27439614	1,269584541
C	constitutive	High_RFR	Low_RFR	2	3	2	47,66942149	50,12438017	5,793677686	41,66239669	0,962177686
C	constitutive	High_RFR	Low_RFR	3	3	3	110,0045872	68,62311927	8,329550459	69,86715596	1,028449541
C	constitutive	High_RFR	Low_RFR	1	3	4	21,88064407	35,31525424	3,423457627	25,2719661	0,453183051
C	constitutive	High_RFR	Low_RFR	2	3	5	57,83939394	55,70959596	6,34540404	44,50146465	1,193474747
C	constitutive	High_RFR	Low_RFR	3	3	6	52,35688406	67,53152174	7,385507246	57,3057971	0,775112319
C	constitutive	High_RFR	Low_RFR	1	3	7	70,10885417	30,17421875	3,775552083	31,25703125	0,67809375
C	constitutive	High_RFR	Low_RFR	2	3	8	52,50825843	18,87033708	2,754561798	25,4447191	0,504879213
C	constitutive	High_RFR	Low_RFR	3	3	9	43,7329932	14,30394558	1,941210884	17,89768707	0,454344898
D	hipvs	High_RFR	Low_RFR	1	3	10	41,35614525	41,38994413	6,264078212	51,18888268	0,691664804
D	hipvs	High_RFR	Low_RFR	2	3	11	46,17767677	70,66111111	10,62111111	68,39646465	0,795267677
D	hipvs	High_RFR	Low_RFR	3	3	12	55,11172414	78,02689655	10,83717241	60,02137931	0,740951724
D	hipvs	High_RFR	Low_RFR	1	3	13	59,80865672	66,68985075	7,693014925	36,60597015	0,838934328
D	hipvs	High_RFR	Low_RFR	2	3	14	51,56	52,18428571	5,023761905	41,00495238	0,963995238
D	hipvs	High_RFR	Low_RFR	3	3	15	54,05943775	50,90441767	4,926104418	38,89590361	0,824124498
D	hipvs	High_RFR	Low_RFR	1	3	16	52,73338624	15,9242328	2,475121693	19,26920635	0,414456085
D	hipvs	High_RFR	Low_RFR	2	3	17	44,95395062	16,37919753	2,778080247	16,28055556	0,502428395
D	hipvs	High_RFR	Low_RFR	3	3	18	95,78292683	27,73628049	4,067463415	26,50871951	0,779823171
G	constitutive	Low_RFR	Low_RFR	1	3	19	55,96919643	91,375	13,06116071	86,06651786	1,018107143
G	constitutive	Low_RFR	Low_RFR	2	3	20	64,93991935	64,52620968	6,921935484	57,11491935	0,631189516
G	constitutive	Low_RFR	Low_RFR	3	3	21	40,22606838	61,22478632	9,972478632	64,41418803	1,073128205
G	constitutive	Low_RFR	Low_RFR	1	3	22	32,14412811	58,62918149	4,463914591	38,28683274	0,636501779
G	constitutive	Low_RFR	Low_RFR	2	3	23	49,78181818	66,58939394	10,04352273	46,62234848	1,196272727
G	constitutive	Low_RFR	Low_RFR	3	3	24	57,573	69,223	6,449566667	54,25866667	0,78793
G	constitutive	Low_RFR	Low_RFR	1	3	25	58,963	20,69323077	4,307269231	19,23038462	0,590954615
G	constitutive	Low_RFR	Low_RFR	2	3	26	63,37115385	21,13942308	3,560532051	24,93442308	0,841884615
G	constitutive	Low_RFR	Low_RFR	3	3	27	67,53452381	23,49797619	6,48127381	24,33	0,993567857
H	hipvs	Low_RFR	Low_RFR	1	3	28	96,14937238	96,10543933	8,794644351	91,12970711	0,765991632
H	hipvs	Low_RFR	Low_RFR	2	3	29	56,56692308	89,98692308	11,22153846	91,33730769	0,711761538
H	hipvs	Low_RFR	Low_RFR	3	3	30	56,87256637	92,78451327	12,1560177	93,45176991	0,64849115
H	hipvs	Low_RFR	Low_RFR	1	3	31	75,05291829	83,91400778	10,18385214	57,77276265	1,230003891
H	hipvs	Low_RFR	Low_RFR	2	3	32	44,30431111	49,72311111	7,084622222	46,40355556	0,711013333
H	hipvs	Low_RFR	Low_RFR	3	3	33	58,26925466	51,46397516	5,668819876	36,72795031	0,853170807
H	hipvs	Low_RFR	Low_RFR	1	3	34	94,17388235	25,12847059	3,822364706	30,926	1,059798824
H	hipvs	Low_RFR	Low_RFR	2	3	35	64,8950495	17,50178218	2,498232673	17,05891089	0,481059406
H	hipvs	Low_RFR	Low_RFR	3	3	36	86,61685393	22,95078652	3,771005618	21,65820225	0,730853933
C	constitutive	High_RFR	Low_RFR	1	4	1	77,23719807	137,1521739	21,45618357	89,82270531	1,606086957
C	constitutive	High_RFR	Low_RFR	2	4	2	61,83057851	84,00619835	12,46805785	54,73842975	1,122256198
C	constitutive	High_RFR	Low_RFR	3	4	3	164,9834862	125,8146789	18,03623853	94,04311927	1,193825688
C	constitutive	High_RFR	Low_RFR	1	4	4	32,80552542	65,98135593	7,542847458	34,32508475	0,679074576
C	constitutive	High_RFR	Low_RFR	2	4	5	72,22828283	106,6515152	15,17838384	60,20505051	1,941555556
C	constitutive	High_RFR	Low_RFR	3	4	6	78,00978261	118,9387681	16,60300725	72,89021739	1,20332971
C	constitutive	High_RFR	Low_RFR	1	4	7	84,87135417	56,01458333	7,379322917	40,53859375	1,445848958
C	constitutive	High_RFR	Low_RFR	2	4	8	68,70505618	37,32477528	4,45752809	33,27235955	1,385747191
C	constitutive	High_RFR	Low_RFR	3	4	9	65,60938776	34,83401361	4,75722449	28,98598639	0,736006803
D	hipvs	High_RFR	Low_RFR	1	4	10	69,10055866	81,98044693	12,46178771	70,81340782	1,003122905
D	hipvs	High_RFR	Low_RFR	2	4	11	74,31161616	135,6505051	21,4690404	92,93686869	1,039540404
D	hipvs	High_RFR	Low_RFR	3	4	12	79,83034483	131,3096552	20,43224138	67,87275862	0,966341379
D	hipvs	High_RFR	Low_RFR	1	4	13	71,70925373	106,1316418	15,38540299	47,48537313	1,149274627
D	hipvs	High_RFR	Low_RFR	2	4	14	48,10285714	73,57857143	10,27890476	46,11238095	1,252128571
D	hipvs	High_RFR	Low_RFR	3	4	15	69,28955823	93,46746988	9,479036145	54,98514056	1,193819277
D	hipvs	High_RFR	Low_RFR	1	4	16	74,7957672	36,61793651	4,608465608	30,22994709	0,848079365
D	hipvs	High_RFR	Low_RFR	2	4	17	67,20864198	30,64604938	4,79204321	25,60487654	0,714969136
D	hipvs	High_RFR	Low_RFR	3	4	18	129,379878	56,74597561	7,640182927	34,88006098	1,366804878
G	constitutive	Low_RFR	Low_RFR	1	4	19	79,54196429	142,5089286	23,79459821	90,53080357	1,405366071
G	constitutive	Low_RFR	Low_RFR	2	4	20	96,92943548	121,2350806	17,08927419	72,08790323	1,332334677
G	constitutive	Low_RFR	Low_RFR	3	4	21	61,1857265	111,9623932	16,80136752	87,4008547	1,96891453
G	constitutive	Low_RFR	Low_RFR	1	4	22	48,91850534	114,6533808	10,23911032	50,03096085	0,769736655
G	constitutive	Low_RFR	Low_RFR	2	4	23	64,6405303	123,9045455	16,6582197	63,57045455	1,541022727
G	constitutive	Low_RFR	Low_RFR	3	4	24	78,67833333	135,5923333	16,58946667	72,13	1,270783333
G	constitutive	Low_RFR	Low_RFR	1	4	25	74,59284615	45,97092308	7,490346154	28,34361538	0,875384615
G	constitutive	Low_RFR	Low_RFR	2	4	26	89,03333333	46,11429487	7,033589744	37,49916667	1,593147436
G	constitutive	Low_RFR	Low_RFR	3	4	27	92,2352381	40,8352381	8,339559524	35,96345238	1,737595238
H	hipvs	Low_RFR	Low_RFR	1	4	28	154,9669456	203,3301255	20,55891213	120,9953975	1,105271967
H	hipvs	Low_RFR	Low_RFR	2	4	29	93,97576923	168,9807692	22,53719231	118,6053846	1,127746154
H	hipvs	Low_RFR	Low_RFR	3	4	30	91,68097345	166,8066372	24,00053097	119,2048673	1,032769912
H	hipvs	Low_RFR	Low_RFR	1	4	31	93,74046693	131,7836576	20,46941634	69,39610895	1,678085603
H	hipvs	Low_RFR	Low_RFR	2	4	32	62,49333333	89,12933333	13,22191111	64,18711111	0,978057778
H	hipvs	Low_RFR	Low_RFR	3	4	33	74,69099379	93,38571429	11,39248447	47,28602484	0,918798137
H	hipvs	Low_RFR	Low_RFR	1	4	34	142,2764706	48,77282353	6,642517647	41,39541176	1,888329412
H	hipvs	Low_RFR	Low_RFR	2	4	35	87,78514851	37,60445545	5,226782178	26,06980198	1,384668317
H	hipvs	Low_RFR	Low_RFR	3	4	36	109,2910112	50,26511236	8,188033708	32,00949438	1,187775281
C	constitutive	High_RFR	Low_RFR	1	5	1	94,29855072	181,8521739	34,05294686	86,42125604	2,097067633
C	constitutive	High_RFR	Low_RFR	2	5	2	60,90247934	97,42892562	19,99995868	53,01157025	1,747458678
C	constitutive	High_RFR	Low_RFR	3	5	3	183,059633	179,5055046	30,25651376	95,19633028	2,113669725
C	constitutive	High_RFR	Low_RFR	1	5	4	39,45864407	78,42237288	12,0780678	32,67972881	0,848667797
C	constitutive	High_RFR	Low_RFR	2	5	5	71,10252525	119,3267677	23,72449495	50,54747475	2,498146465
C	constitutive	High_RFR	Low_RFR	3	5	6	82,19384058	118,7652174	22,77369565	58,62717391	1,53017029
C	constitutive	High_RFR	Low_RFR	1	5	7	91,71197917	86,2421875	13,10286458	43,4153125	2,411776042
C	constitutive	High_RFR	Low_RFR	2	5	8	60,46741573	51,99067416	8,073033708	30,57382022	2,102646067
C	constitutive	High_RFR	Low_RFR	3	5	9	80,79659864	61,43741497	7,774217687	28,98346939	1,110027211
D	hipvs	High_RFR	Low_RFR	1	5	10	80,54022346	115,6938547	18,91044693	74,53798883	1,226368715
D	hipvs	High_RFR	Low_RFR	2	5	11	97,93636364	182,3686869	35,09146465	91,71919192	1,328641414
D	hipvs	High_RFR	Low_RFR	3	5	12	93,96103448	156,2389655	29,74172414	64,46931034	1,42367931
D	hipvs	High_RFR	Low_RFR	1	5	13	81,02179104	128,3032836	24,40579104	44,80567164	1,478892537
D	hipvs	High_RFR	Low_RFR	2	5	14	42,87228571	84,26190476	16,33466667	44,03490476	1,279557143
D	hipvs	High_RFR	Low_RFR	3	5	15	78,93574297	122,1277108	15,9660241	53,83373494	1,619863454
D	hipvs	High_RFR	Low_RFR	1	5	16	95,69259259	63,65396825	7,832910053	34,89571429	1,27331746
D	hipvs	High_RFR	Low_RFR	2	5	17	82,76419753	52,78012346	9,45882716	28,065	1,309759259
D	hipvs	High_RFR	Low_RFR	3	5	18	140,5195122	83,50792683	15,57719512	39,49676829	2,636371951
G	constitutive	Low_RFR	Low_RFR	1	5	19	99,3125	184,0602679	39,3290625	87,878125	1,675705357
G	constitutive	Low_RFR	Low_RFR	2	5	20	118,1451613	167,6572581	29,41262097	73,50483871	1,611552419
G	constitutive	Low_RFR	Low_RFR	3	5	21	81,05905983	157,2076923	27,47376068	90,98119658	2,51834188
G	constitutive	Low_RFR	Low_RFR	1	5	22	70,22348754	171,1772242	19,23494662	53,71637011	1,34780427
G	constitutive	Low_RFR	Low_RFR	2	5	23	79,20075758	166,8621212	26,39128788	71,31590909	1,845333333
G	constitutive	Low_RFR	Low_RFR	3	5	24	93,63633333	169,5063333	28,74833333	75,05533333	1,576663333
G	constitutive	Low_RFR	Low_RFR	1	5	25	89,95692308	78,57230769	13,90707692	33,67130769	1,363823077
G	constitutive	Low_RFR	Low_RFR	2	5	26	98,36538462	68,88910256	12,69871795	38,47762821	2,630410256
G	constitutive	Low_RFR	Low_RFR	3	5	27	98,87035714	69,60535714	12,6997619	38,37333333	2,636166667
H	hipvs	Low_RFR	Low_RFR	1	5	28	204,0309623	297,8393305	38,37531381	135,9355649	2,109899582
H	hipvs	Low_RFR	Low_RFR	2	5	29	118,2176923	236,435	36,80788462	123,8915385	1,759184615
H	hipvs	Low_RFR	Low_RFR	3	5	30	113,8172566	219,1123894	39,70553097	119,3424779	1,264641593
H	hipvs	Low_RFR	Low_RFR	1	5	31	112,1299611	162,8404669	34,97322957	71,73307393	2,03133463
H	hipvs	Low_RFR	Low_RFR	2	5	32	85,10444444	127,6591111	23,69017778	68,21911111	1,142364444
H	hipvs	Low_RFR	Low_RFR	3	5	33	91,5878882	127,7279503	18,60204969	49,80869565	1,174925466
H	hipvs	Low_RFR	Low_RFR	1	5	34	153,3176471	74,46611765	12,43788235	46,17435294	2,933176471
H	hipvs	Low_RFR	Low_RFR	2	5	35	100,6886139	68,67376238	9,678762376	31,57361386	1,945262376
H	hipvs	Low_RFR	Low_RFR	3	5	36	106,755618	75,86910112	14,46134831	33,84494382	1,957359551
C	constitutive	High_RFR	Low_RFR	1	6	1	69,93478261	77,94057971	21,48062802	40,52439614	1,721942029
C	constitutive	High_RFR	Low_RFR	2	6	2	39,25450413	35,93123967	11,78442149	22,22214876	1,363904959
C	constitutive	High_RFR	Low_RFR	3	6	3	126,5715596	73,15651376	16,63954128	42,32431193	1,873908257
C	constitutive	High_RFR	Low_RFR	1	6	4	27,99715254	36,47457627	9,558338983	16,81844068	0,67519661
C	constitutive	High_RFR	Low_RFR	2	6	5	37,66287879	37,7119697	13,11353535	22,6610101	1,995863636
C	constitutive	High_RFR	Low_RFR	3	6	6	53,34456522	36,81304348	11,47221014	23,17536232	1,146536232
C	constitutive	High_RFR	Low_RFR	1	6	7	76,77552083	96,7859375	20,14447917	37,83046875	3,08628125
C	constitutive	High_RFR	Low_RFR	2	6	8	52,70078652	54,06039326	11,02926966	23,30483146	2,775168539
C	constitutive	High_RFR	Low_RFR	3	6	9	79,82040816	80,15714286	11,41210884	27,35204082	1,802217687
D	hipvs	High_RFR	Low_RFR	1	6	10	63,67653631	48,30089385	11,2347486	33,10502793	0,987296089
D	hipvs	High_RFR	Low_RFR	2	6	11	75,57070707	90,00959596	24,69353535	43,6119697	1,520373737
D	hipvs	High_RFR	Low_RFR	3	6	12	68,68448276	56,09655172	17,20224138	27,10858621	0,943082759
D	hipvs	High_RFR	Low_RFR	1	6	13	47,46626866	38,21850746	12,69062687	17,19095522	1,08718806
D	hipvs	High_RFR	Low_RFR	2	6	14	22,65757143	21,63733333	8,168666667	16,36361905	0,7764
D	hipvs	High_RFR	Low_RFR	3	6	15	44,9751004	43,16024096	8,233975904	24,86401606	1,082253012
D	hipvs	High_RFR	Low_RFR	1	6	16	96,57830688	84,76243386	13,85994709	34,86386243	1,560089947
D	hipvs	High_RFR	Low_RFR	2	6	17	84,92037037	69,05432099	14,77962963	25,1404321	1,863475309
D	hipvs	High_RFR	Low_RFR	3	6	18	123,6457317	92,93841463	21,94939024	32,02146341	2,843768293
G	constitutive	Low_RFR	Low_RFR	1	6	19	68,33839286	79,04419643	25,04455357	41,0690625	0,997964286
G	constitutive	Low_RFR	Low_RFR	2	6	20	76,21814516	71,06612903	18,31229839	35,41201613	1,145044355
G	constitutive	Low_RFR	Low_RFR	3	6	21	71,29880342	89,35128205	21,03094017	49,36863248	2,134350427
G	constitutive	Low_RFR	Low_RFR	1	6	22	43,78220641	62,36405694	10,95558719	20,01562278	1,004323843
G	constitutive	Low_RFR	Low_RFR	2	6	23	47,25795455	60,17083333	15,77560606	31,65840909	1,303632576
G	constitutive	Low_RFR	Low_RFR	3	6	24	55,959	51,488	15,0918	27,896	1,227746667
G	constitutive	Low_RFR	Low_RFR	1	6	25	88,96846154	100,7469231	22,51969231	33,64830769	2,039623077
G	constitutive	Low_RFR	Low_RFR	2	6	26	91,2275641	78,15448718	19,63961538	34,51980769	3,000762821
G	constitutive	Low_RFR	Low_RFR	3	6	27	88,40047619	77,08392857	17,895	32,46035714	3,319869048
H	hipvs	Low_RFR	Low_RFR	1	6	28	154,5263598	144,7535565	27,06154812	64,90502092	1,837167364
H	hipvs	Low_RFR	Low_RFR	2	6	29	87,88307692	113,1646154	25,36115385	58,6	1,6438
H	hipvs	Low_RFR	Low_RFR	3	6	30	81,51415929	95,62787611	24,94889381	56,86150442	1,199318584
H	hipvs	Low_RFR	Low_RFR	1	6	31	70,28988327	57,34435798	20,0807393	31,75505837	1,191120623
H	hipvs	Low_RFR	Low_RFR	2	6	32	53,00977778	46,57466667	13,35626667	27,65106667	0,780826667
H	hipvs	Low_RFR	Low_RFR	3	6	33	62,09782609	42,7310559	10,30065217	20,24953416	0,928416149
H	hipvs	Low_RFR	Low_RFR	1	6	34	146,2458824	99,55058824	19,08529412	40,20811765	4,063529412
H	hipvs	Low_RFR	Low_RFR	2	6	35	94,75693069	88,51188119	15,45158416	29,18118812	2,736831683
H	hipvs	Low_RFR	Low_RFR	3	6	36	82,01460674	80,93764045	20,54606742	27,71078652	2,639977528
C	constitutive	High_RFR	Low_RFR	1	7	1	57,13719807	45,31241546	16,90077295	19,47304348	1,629743961
C	constitutive	High_RFR	Low_RFR	2	7	2	31,39747934	21,77115702	9,898966942	12,60301653	1,400595041
C	constitutive	High_RFR	Low_RFR	3	7	3	90,67348624	50,60330275	14,40284404	23,74165138	1,889623853
C	constitutive	High_RFR	Low_RFR	1	7	4	25,13071186	26,4499661	8,265220339	8,361830508	0,772122034
C	constitutive	High_RFR	Low_RFR	2	7	5	26,16222222	22,96792929	10,46424242	13,34494949	2,168737374
C	constitutive	High_RFR	Low_RFR	3	7	6	45,24528986	21,75836957	10,60742754	12,65717391	1,217778986
C	constitutive	High_RFR	Low_RFR	1	7	7	40,93567708	31,38791667	11,22973958	13,82239583	2,874723958
C	constitutive	High_RFR	Low_RFR	2	7	8	31,55117978	19,35938202	7,122640449	8,457752809	2,709202247
C	constitutive	High_RFR	Low_RFR	3	7	9	49,02367347	29,43836735	7,295442177	8,265034014	1,801489796
D	hipvs	High_RFR	Low_RFR	1	7	10	54,65273743	35,33927374	9,889329609	22,10351955	1,053608939
D	hipvs	High_RFR	Low_RFR	2	7	11	71,27777778	60,03333333	23,08176768	21,62747475	1,578429293
D	hipvs	High_RFR	Low_RFR	3	7	12	59,09655172	38,7862069	15,52627586	16,92986207	1,118989655
D	hipvs	High_RFR	Low_RFR	1	7	13	38,03940299	22,13773134	9,967701493	7,759164179	0,974208955
D	hipvs	High_RFR	Low_RFR	2	7	14	17,332	11,63190476	5,929904762	6,187571429	0,865780952
D	hipvs	High_RFR	Low_RFR	3	7	15	38,71160643	28,09799197	7,194738956	12,86168675	1,279060241
D	hipvs	High_RFR	Low_RFR	1	7	16	61,15449735	36,43169312	9,067513228	16,6357672	1,550179894
D	hipvs	High_RFR	Low_RFR	2	7	17	52,36765432	25,9412963	9,00617284	11,27271605	1,761012346
D	hipvs	High_RFR	Low_RFR	3	7	18	63,06768293	27,10695122	11,29914634	11,46426829	2,283060976
G	constitutive	Low_RFR	Low_RFR	1	7	19	57,35357143	42,8146875	19,80785714	24,99607143	1,378861607
G	constitutive	Low_RFR	Low_RFR	2	7	20	57,31693548	39,30931452	13,82604839	18,93366935	1,276508065
G	constitutive	Low_RFR	Low_RFR	3	7	21	67,14811966	57,22435897	19,37803419	30,12444444	1,905512821
G	constitutive	Low_RFR	Low_RFR	1	7	22	37,41459075	39,73131673	9,424946619	11,31181495	1,090758007
G	constitutive	Low_RFR	Low_RFR	2	7	23	37,74776515	40,18636364	12,98386364	19,11662879	1,201174242
G	constitutive	Low_RFR	Low_RFR	3	7	24	45,59433333	32,59886667	12,69573333	15,4072	1,249936667
G	constitutive	Low_RFR	Low_RFR	1	7	25	54,12984615	46,86015385	16,03946154	18,59269231	1,996323077
G	constitutive	Low_RFR	Low_RFR	2	7	26	55,63320513	30,38967949	13,24044872	13,70173077	2,974461538
G	constitutive	Low_RFR	Low_RFR	3	7	27	55,09011905	40,98178571	13,4575	14,74214286	3,929821429
H	hipvs	Low_RFR	Low_RFR	1	7	28	123,9259414	88,77029289	22,42029289	32,52778243	1,960728033
H	hipvs	Low_RFR	Low_RFR	2	7	29	80,37730769	76,35692308	23,53296154	39,35423077	1,630865385
H	hipvs	Low_RFR	Low_RFR	3	7	30	68,00309735	60,50486726	21,99207965	36,02606195	1,416181416
